                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.0083,                0.68238,                0.96272,                0.81512,                  0.806,                0.87151,                0.53683,                 1.2033,                0.76945,                 1.0688,             0.00057778,             0.00057778,             0.00057778
                     35,                0.99146,                0.65394,                0.94337,                0.80872,                0.82706,                0.86169,                0.53501,                 1.1939,                0.77554,                 1.0564,             0.00054478,             0.00054478,             0.00054478
                     36,                0.98358,                0.65846,                0.95009,                0.79865,                0.81801,                0.85923,                0.53995,                 1.1869,                0.76099,                 1.0558,             0.00051177,             0.00051177,             0.00051177
                     37,                0.99479,                0.63454,                0.94818,                0.79663,                0.81639,                0.84865,                0.51878,                 1.2173,                0.78399,                 1.0673,             0.00047876,             0.00047876,             0.00047876
                     38,                0.96465,                0.63357,                0.95016,                0.80936,                0.82199,                0.87044,                  0.554,                 1.1862,                0.72333,                 1.0581,             0.00044576,             0.00044576,             0.00044576
                     39,                  1.003,                0.64538,                0.94583,                0.79866,                0.83239,                0.86651,                0.54745,                 1.2023,                0.75339,                 1.0669,             0.00041275,             0.00041275,             0.00041275
                     40,                 1.0066,                0.66457,                   0.96,                 0.8566,                0.80115,                0.87114,                0.54804,                 1.2063,                0.71999,                 1.0653,             0.00037974,             0.00037974,             0.00037974
                     41,                0.96942,                0.60558,                0.93938,                0.81358,                0.81993,                0.87091,                0.52833,                 1.2339,                0.73573,                 1.0749,             0.00034674,             0.00034674,             0.00034674
                     42,                0.98774,                0.62906,                0.93365,                0.85062,                0.78988,                 0.8718,                0.53737,                 1.2151,                0.74606,                 1.0644,             0.00031373,             0.00031373,             0.00031373
                     43,                0.94906,                0.59393,                0.92907,                0.84974,                0.79907,                 0.8782,                0.54565,                 1.1947,                0.72248,                 1.0571,             0.00028072,             0.00028072,             0.00028072
                     44,                0.91611,                0.56386,                0.92579,                0.82559,                0.80995,                0.86392,                 0.5326,                 1.2138,                0.76383,                 1.0674,             0.00024772,             0.00024772,             0.00024772
                     45,                0.94525,                0.58466,                0.93793,                0.85568,                0.79202,                 0.8678,                0.54577,                 1.1911,                0.73256,                 1.0658,             0.00021471,             0.00021471,             0.00021471
                     46,                0.88736,                0.53645,                0.91248,                 0.8579,                0.80282,                0.86817,                  0.549,                 1.1946,                0.72437,                 1.0733,              0.0001817,              0.0001817,              0.0001817
                     47,                0.90142,                0.53886,                0.91633,                0.84211,                0.80431,                0.86569,                0.53521,                  1.209,                0.72369,                 1.0791,              0.0001487,              0.0001487,              0.0001487
                     48,                 0.8859,                0.52435,                0.90727,                0.83422,                 0.8218,                0.86532,                0.53826,                 1.1893,                0.72224,                 1.0677,             0.00011569,             0.00011569,             0.00011569
                     49,                0.85646,                0.50172,                0.90534,                0.82445,                0.82613,                0.86631,                0.54594,                 1.1858,                0.72895,                 1.0656,             8.2683e-05,             8.2683e-05,             8.2683e-05
