                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.99825,                0.67868,                 0.9556,                0.79259,                0.80398,                0.85513,                0.54172,                 1.2015,                0.73604,                  1.062,             0.00045676,             0.00045676,             0.00045676
                     35,                 1.0104,                0.65682,                0.95019,                0.86573,                0.74952,                0.85472,                0.53654,                 1.2083,                 0.7612,                 1.0649,             0.00042008,             0.00042008,             0.00042008
                     36,                0.99471,                0.61068,                0.94752,                0.83872,                0.74618,                0.83606,                0.52088,                 1.1884,                0.79141,                 1.0528,             0.00038341,             0.00038341,             0.00038341
                     37,                0.99072,                0.62248,                0.94732,                0.78797,                0.80055,                0.84977,                0.53453,                   1.19,                0.76788,                 1.0495,             0.00034674,             0.00034674,             0.00034674
                     38,                0.98313,                0.62399,                0.94409,                0.83369,                0.77775,                0.84941,                0.52896,                 1.1795,                0.76744,                 1.0477,             0.00031006,             0.00031006,             0.00031006
                     39,                0.97502,                0.58631,                0.93686,                0.82067,                0.78345,                0.85161,                0.52389,                 1.1899,                0.75202,                 1.0473,             0.00027339,             0.00027339,             0.00027339
                     40,                0.98792,                0.59703,                0.93439,                  0.829,                0.78911,                0.86395,                0.54676,                 1.1603,                0.73424,                 1.0424,             0.00023671,             0.00023671,             0.00023671
                     41,                0.92313,                0.56676,                0.91843,                 0.8485,                0.78228,                 0.8655,                0.55542,                 1.1603,                0.73584,                 1.0435,             0.00020004,             0.00020004,             0.00020004
                     42,                0.92699,                0.57485,                0.91707,                 0.8248,                0.78911,                 0.8583,                0.53629,                 1.1924,                0.74801,                 1.0596,             0.00016337,             0.00016337,             0.00016337
                     43,                 0.9258,                0.55603,                0.92432,                 0.8365,                0.78703,                0.86303,                0.55111,                  1.176,                0.73562,                 1.0559,             0.00012669,             0.00012669,             0.00012669
                     44,                 0.8995,                0.55328,                0.93025,                0.82699,                0.80159,                 0.8675,                0.55349,                 1.1657,                0.72491,                 1.0511,             9.0018e-05,             9.0018e-05,             9.0018e-05
