                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.1699,                0.80514,                 1.1742,                0.79176,                0.78998,                0.82659,                0.50142,                 1.2559,                0.82162,                 1.3097,              0.0010069,              0.0010069,              0.0010069
                     22,                 1.1403,                 0.7827,                 1.1673,                0.76809,                0.78748,                0.83127,                0.51142,                 1.2876,                0.81556,                 1.3582,             0.00097386,             0.00097386,             0.00097386
                     23,                 1.1206,                 0.7632,                 1.1597,                0.85407,                0.73064,                0.81801,                0.49469,                 1.2577,                 0.8173,                  1.304,             0.00094085,             0.00094085,             0.00094085
                     24,                 1.1206,                0.76468,                 1.1821,                0.81157,                 0.7659,                0.83415,                0.51371,                 1.2279,                0.80646,                 1.3103,             0.00090785,             0.00090785,             0.00090785
                     25,                  1.111,                0.78253,                 1.1548,                0.75846,                0.75712,                0.79097,                0.47085,                 1.2717,                0.86955,                 1.3256,             0.00087484,             0.00087484,             0.00087484
                     26,                 1.0697,                0.74038,                 1.1281,                0.81176,                0.79807,                0.84174,                0.52584,                 1.2307,                0.77877,                 1.3143,             0.00084184,             0.00084184,             0.00084184
                     27,                 1.0758,                0.75179,                 1.1648,                0.77937,                0.81735,                0.84034,                0.53054,                 1.1821,                0.79676,                 1.2837,             0.00080883,             0.00080883,             0.00080883
                     28,                 1.0704,                0.71073,                 1.1485,                0.80266,                 0.8374,                0.85722,                 0.5317,                 1.2431,                0.79323,                 1.3066,             0.00077582,             0.00077582,             0.00077582
                     29,                 1.0924,                0.75932,                  1.142,                0.76498,                 0.8014,                0.81739,                0.50378,                 1.2191,                 0.8456,                 1.3047,             0.00074282,             0.00074282,             0.00074282
                     30,                 1.0425,                0.70599,                 1.1172,                0.78649,                0.81053,                0.84329,                0.53541,                 1.1862,                0.87194,                 1.2901,             0.00070981,             0.00070981,             0.00070981
                     31,                 1.0117,                0.67951,                   1.11,                0.79201,                  0.789,                0.85169,                0.53386,                 1.1912,                0.80495,                 1.2823,              0.0006768,              0.0006768,              0.0006768
                     32,                0.99805,                0.65049,                 1.0981,                0.78644,                0.81153,                 0.8425,                0.53917,                 1.1958,                0.80201,                 1.2863,              0.0006438,              0.0006438,              0.0006438
                     33,                 1.0079,                0.64672,                 1.0997,                0.77267,                0.82011,                0.83574,                0.52361,                 1.2255,                0.78012,                   1.31,             0.00061079,             0.00061079,             0.00061079
                     34,                0.98207,                0.66294,                 1.1056,                0.80744,                0.80323,                0.84845,                0.54407,                 1.2278,                0.78169,                 1.3058,             0.00057778,             0.00057778,             0.00057778
                     35,                 0.9785,                 0.6272,                 1.0736,                0.78405,                0.80377,                0.82996,                0.52812,                 1.2144,                0.80276,                 1.2983,             0.00054478,             0.00054478,             0.00054478
                     36,                0.97766,                0.62715,                 1.0732,                0.84716,                0.78447,                0.85582,                0.56296,                 1.1678,                0.76854,                 1.2662,             0.00051177,             0.00051177,             0.00051177
                     37,                0.95886,                0.61161,                 1.0502,                0.83391,                0.79228,                0.83895,                0.53187,                 1.2193,                0.79539,                 1.2858,             0.00047876,             0.00047876,             0.00047876
                     38,                0.94016,                0.63199,                 1.0855,                0.82191,                0.81914,                0.85664,                0.55772,                 1.1799,                0.76093,                 1.2706,             0.00044576,             0.00044576,             0.00044576
                     39,                0.96709,                0.63644,                 1.0678,                0.76617,                0.83678,                0.85048,                0.53554,                 1.1943,                0.78567,                 1.2824,             0.00041275,             0.00041275,             0.00041275
                     40,                0.94316,                0.61154,                 1.0745,                0.81515,                0.78233,                0.84179,                0.52976,                  1.202,                 0.7916,                 1.2926,             0.00037974,             0.00037974,             0.00037974
                     41,                0.90957,                0.57242,                 1.0717,                0.78313,                0.79869,                0.84457,                 0.5363,                 1.1909,                0.79362,                 1.2964,             0.00034674,             0.00034674,             0.00034674
                     42,                0.91319,                0.56659,                 1.0625,                0.80541,                0.78418,                0.84997,                0.54997,                 1.1703,                0.78883,                 1.2913,             0.00031373,             0.00031373,             0.00031373
                     43,                0.89155,                0.54514,                 1.0518,                0.78988,                0.83526,                0.86185,                0.55184,                  1.175,                0.78225,                 1.2858,             0.00028072,             0.00028072,             0.00028072
                     44,                0.86084,                0.53318,                 1.0424,                0.80177,                0.82181,                0.85987,                0.55089,                 1.1911,                 0.7824,                 1.3051,             0.00024772,             0.00024772,             0.00024772
                     45,                0.89484,                0.52492,                 1.0844,                0.84059,                0.78995,                0.86541,                0.55618,                 1.1838,                0.77321,                 1.2933,             0.00021471,             0.00021471,             0.00021471
                     46,                 0.8559,                0.51051,                 1.0452,                0.82464,                0.80016,                0.86084,                0.55537,                 1.1852,                0.77553,                  1.302,              0.0001817,              0.0001817,              0.0001817
                     47,                  0.849,                0.49631,                 1.0222,                0.80995,                0.80444,                 0.8565,                0.54811,                 1.1899,                0.77703,                 1.3152,              0.0001487,              0.0001487,              0.0001487
                     48,                0.84897,                0.48487,                 1.0327,                0.80683,                0.80141,                0.85784,                0.55191,                 1.1797,                0.76341,                 1.3027,             0.00011569,             0.00011569,             0.00011569
                     49,                0.80828,                0.46765,                  1.017,                0.79346,                0.83695,                 0.8607,                0.55335,                 1.1807,                0.76025,                 1.2998,             8.2683e-05,             8.2683e-05,             8.2683e-05
