                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.1384,                0.81292,                 1.0697,                0.74165,                0.78326,                0.82641,                0.49391,                 1.2525,                 1.0026,                 1.1788,              0.0011569,              0.0011569,              0.0011569
                     19,                 1.1111,                0.81283,                 1.0563,                0.76668,                0.78692,                0.83755,                0.50612,                 1.2683,                0.89395,                 1.1917,              0.0011269,              0.0011269,              0.0011269
                     20,                 1.1013,                0.81858,                  1.046,                0.74895,                 0.7806,                 0.8208,                0.50017,                 1.2645,                0.91225,                 1.1854,              0.0010969,              0.0010969,              0.0010969
                     21,                 1.1337,                 0.8155,                 1.0625,                0.81539,                0.75222,                0.84413,                0.51561,                 1.2394,                0.83472,                 1.1621,              0.0010669,              0.0010669,              0.0010669
                     22,                 1.1265,                0.81491,                 1.0464,                0.74968,                0.81993,                0.81143,                0.50106,                 1.2204,                0.89465,                 1.1454,              0.0010369,              0.0010369,              0.0010369
                     23,                 1.0932,                0.77821,                 1.0382,                0.78885,                0.77035,                0.83135,                0.51496,                 1.2512,                0.87352,                 1.1575,              0.0010069,              0.0010069,              0.0010069
                     24,                 1.0946,                0.76615,                 1.0553,                 0.7622,                0.83424,                 0.8581,                0.53846,                 1.2122,                0.82342,                 1.1412,             0.00097686,             0.00097686,             0.00097686
                     25,                 1.0888,                0.77531,                 1.0399,                0.78428,                0.80267,                0.82459,                0.49144,                 1.2481,                0.84477,                 1.1765,             0.00094686,             0.00094686,             0.00094686
                     26,                 1.0773,                0.75683,                 1.0303,                0.80383,                0.81203,                 0.8511,                0.52728,                 1.2017,                0.81779,                 1.1527,             0.00091685,             0.00091685,             0.00091685
                     27,                 1.0609,                0.75926,                 1.0441,                0.80715,                0.80158,                0.84843,                0.53462,                 1.1927,                0.80726,                 1.1323,             0.00088684,             0.00088684,             0.00088684
                     28,                 1.0559,                0.72203,                 1.0334,                0.77511,                0.81726,                0.84709,                0.52399,                 1.1935,                0.84591,                 1.1306,             0.00085684,             0.00085684,             0.00085684
                     29,                 1.0387,                0.73507,                 1.0225,                0.73251,                0.81696,                0.84302,                0.53774,                 1.1604,                0.90685,                 1.1234,             0.00082683,             0.00082683,             0.00082683
                     30,                 1.0231,                0.69849,                 1.0064,                0.74537,                0.83007,                0.84951,                0.54187,                 1.1542,                0.87024,                 1.1221,             0.00079683,             0.00079683,             0.00079683
                     31,                 1.0126,                 0.6839,                 1.0188,                0.79224,                0.78021,                0.84864,                0.53164,                 1.1949,                0.80457,                 1.1395,             0.00076682,             0.00076682,             0.00076682
                     32,                0.98709,                0.66566,                0.99953,                0.78484,                0.80865,                0.84147,                0.53116,                 1.1912,                0.80837,                 1.1366,             0.00073681,             0.00073681,             0.00073681
                     33,                 1.0052,                0.67539,                  1.006,                0.75689,                0.80512,                0.83655,                0.52459,                 1.2029,                0.81869,                 1.1529,             0.00070681,             0.00070681,             0.00070681
                     34,                0.99357,                0.68008,                 1.0189,                0.80145,                0.76991,                0.84677,                0.53484,                 1.1936,                0.81114,                 1.1436,              0.0006768,              0.0006768,              0.0006768
                     35,                0.96768,                0.63974,                0.98862,                 0.7976,                0.80328,                0.84592,                0.53224,                 1.1842,                0.79494,                 1.1263,              0.0006468,              0.0006468,              0.0006468
                     36,                0.97446,                0.66094,                0.98761,                0.75324,                0.83573,                0.85577,                 0.5481,                 1.1797,                0.79299,                 1.1363,             0.00061679,             0.00061679,             0.00061679
                     37,                0.95608,                0.63859,                0.97604,                0.85132,                0.75829,                0.85786,                0.54407,                  1.222,                0.79827,                 1.1681,             0.00058678,             0.00058678,             0.00058678
                     38,                0.95085,                 0.6468,                0.99693,                0.85578,                0.75415,                0.85686,                0.54862,                  1.185,                0.80005,                 1.1457,             0.00055678,             0.00055678,             0.00055678
                     39,                0.97552,                0.64848,                0.99154,                0.82775,                0.77855,                0.86745,                0.54268,                 1.2094,                0.75498,                 1.1537,             0.00052677,             0.00052677,             0.00052677
                     40,                0.90658,                0.62862,                0.97692,                0.81415,                0.83031,                0.87221,                0.55375,                 1.1778,                0.76381,                 1.1389,             0.00049677,             0.00049677,             0.00049677
                     41,                0.95915,                0.61859,                 1.0131,                0.84822,                 0.8146,                0.87975,                0.56121,                 1.1859,                0.75538,                 1.1495,             0.00046676,             0.00046676,             0.00046676
                     42,                 0.9066,                0.59091,                0.96546,                0.84313,                 0.8091,                0.87771,                0.56666,                 1.1654,                0.75943,                 1.1464,             0.00043675,             0.00043675,             0.00043675
                     43,                0.91902,                0.58901,                0.96992,                0.81009,                0.82599,                0.87769,                0.56939,                 1.1581,                0.78632,                 1.1444,             0.00040675,             0.00040675,             0.00040675
                     44,                0.90032,                0.58364,                0.96624,                0.81829,                0.80753,                0.87526,                0.56985,                 1.1607,                0.77202,                 1.1425,             0.00037674,             0.00037674,             0.00037674
                     45,                0.90905,                0.61107,                0.96792,                0.84274,                0.80265,                0.88422,                0.57718,                 1.1618,                0.75856,                 1.1406,             0.00034674,             0.00034674,             0.00034674
                     46,                0.86026,                0.55577,                 0.9418,                0.78991,                0.84054,                0.88303,                0.57113,                 1.1619,                0.73528,                 1.1543,             0.00031673,             0.00031673,             0.00031673
                     47,                  0.863,                0.55134,                0.94305,                0.81669,                0.81559,                0.88584,                0.57453,                 1.1654,                0.73747,                 1.1508,             0.00028672,             0.00028672,             0.00028672
                     48,                0.86375,                0.52702,                0.93815,                0.82834,                0.82351,                0.89422,                0.58023,                 1.1655,                0.74294,                 1.1514,             0.00025672,             0.00025672,             0.00025672
                     49,                0.82463,                0.51493,                0.93155,                0.80932,                0.84932,                0.89592,                0.58111,                 1.1729,                 0.7261,                 1.1667,             0.00022671,             0.00022671,             0.00022671
                     50,                0.83582,                0.51652,                0.93345,                0.86101,                0.80645,                0.89396,                0.57535,                 1.1711,                 0.7338,                  1.163,             0.00019671,             0.00019671,             0.00019671
                     51,                0.82761,                0.50239,                0.94658,                0.84638,                0.81423,                0.89192,                0.57411,                 1.1722,                0.73454,                 1.1563,              0.0001667,              0.0001667,              0.0001667
                     52,                0.83638,                0.50505,                0.92425,                0.84069,                0.82103,                0.89415,                0.57464,                 1.1666,                 0.7278,                 1.1574,             0.00013669,             0.00013669,             0.00013669
                     53,                0.80058,                0.48359,                0.92681,                0.83895,                0.82768,                0.89503,                0.57827,                 1.1638,                0.72383,                 1.1614,             0.00010669,             0.00010669,             0.00010669
                     54,                0.79654,                0.46321,                 0.9199,                0.84342,                0.83505,                0.89463,                0.58125,                 1.1591,                0.71444,                 1.1597,             7.6682e-05,             7.6682e-05,             7.6682e-05
