                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.0209,                0.69976,                0.96758,                0.84877,                0.77484,                0.86737,                0.54327,                 1.1827,                0.75447,                 1.0442,             0.00075932,             0.00075932,             0.00075932
                     35,                 1.0092,                0.66497,                0.94493,                0.77268,                0.81453,                 0.8396,                0.52259,                 1.1805,                 0.7805,                 1.0445,             0.00073181,             0.00073181,             0.00073181
                     36,                 1.0278,                0.68537,                 0.9598,                0.81641,                0.78189,                0.84372,                  0.532,                 1.2029,                0.76196,                 1.0458,             0.00070431,             0.00070431,             0.00070431
                     37,                  1.023,                0.66786,                0.95384,                0.77665,                 0.8276,                0.83399,                0.51606,                 1.2055,                 0.8033,                 1.0536,              0.0006768,              0.0006768,              0.0006768
                     38,                0.99097,                0.65676,                0.95926,                0.79217,                0.80459,                0.83807,                0.53429,                 1.1864,                0.79656,                 1.0562,              0.0006493,              0.0006493,              0.0006493
                     39,                 1.0303,                0.69022,                0.95315,                0.78872,                0.79395,                 0.8415,                0.51679,                 1.2371,                0.81383,                 1.0802,             0.00062179,             0.00062179,             0.00062179
                     40,                0.96744,                0.64722,                0.94999,                0.81959,                0.81015,                0.85653,                0.53671,                 1.1875,                0.74889,                 1.0571,             0.00059429,             0.00059429,             0.00059429
                     41,                0.97784,                0.62484,                0.96663,                0.83729,                0.80352,                 0.8644,                0.54434,                 1.1941,                 0.7446,                 1.0575,             0.00056678,             0.00056678,             0.00056678
                     42,                0.97099,                0.64288,                0.93026,                0.81882,                0.79763,                0.85546,                0.55487,                 1.1544,                0.74149,                  1.044,             0.00053927,             0.00053927,             0.00053927
                     43,                0.97205,                  0.622,                0.93829,                0.78893,                0.83119,                0.85543,                0.54862,                 1.1575,                0.75017,                 1.0551,             0.00051177,             0.00051177,             0.00051177
                     44,                0.95556,                0.62748,                0.93702,                0.82108,                0.81436,                0.86171,                0.55692,                 1.1665,                0.76145,                 1.0591,             0.00048426,             0.00048426,             0.00048426
                     45,                0.91323,                0.59279,                0.92213,                0.83915,                0.80385,                0.86279,                0.55075,                 1.1888,                0.76094,                 1.0669,             0.00045676,             0.00045676,             0.00045676
                     46,                0.95786,                0.61062,                0.93876,                 0.8224,                0.81378,                0.85837,                0.54018,                 1.1739,                0.76889,                 1.0655,             0.00042925,             0.00042925,             0.00042925
                     47,                0.93017,                  0.582,                0.93251,                0.82586,                0.81953,                0.85992,                 0.5454,                 1.1844,                0.75014,                  1.068,             0.00040175,             0.00040175,             0.00040175
                     48,                0.92534,                0.58711,                0.92877,                0.81828,                0.81933,                0.85984,                 0.5489,                  1.185,                  0.744,                 1.0648,             0.00037424,             0.00037424,             0.00037424
                     49,                0.93452,                 0.5811,                0.92762,                0.80372,                0.83316,                0.85673,                0.53009,                 1.2065,                0.74817,                 1.0759,             0.00034674,             0.00034674,             0.00034674
                     50,                 0.9479,                 0.6152,                0.92004,                 0.8376,                0.82254,                0.86853,                0.55163,                 1.1913,                0.72424,                 1.0743,             0.00031923,             0.00031923,             0.00031923
                     51,                0.92531,                0.56156,                0.93052,                 0.8531,                0.77972,                0.86298,                0.54967,                  1.202,                0.71596,                 1.0845,             0.00029172,             0.00029172,             0.00029172
                     52,                0.90483,                 0.5407,                0.91735,                0.82893,                0.80844,                0.85684,                0.54275,                 1.2025,                0.72217,                 1.0755,             0.00026422,             0.00026422,             0.00026422
                     53,                0.87561,                0.52109,                0.90773,                0.83023,                0.81242,                0.86028,                0.55195,                 1.1926,                0.72473,                 1.0754,             0.00023671,             0.00023671,             0.00023671
                     54,                0.88143,                0.51503,                0.90537,                0.80671,                0.83248,                0.85844,                0.54659,                 1.1951,                0.74689,                 1.0741,             0.00020921,             0.00020921,             0.00020921
                     55,                0.88009,                0.51957,                0.91072,                0.85691,                0.79433,                0.85957,                0.54589,                  1.204,                0.74044,                 1.0779,              0.0001817,              0.0001817,              0.0001817
                     56,                0.84797,                 0.4998,                0.89483,                0.85236,                0.79961,                0.85838,                0.54566,                 1.2053,                0.73295,                 1.0835,              0.0001542,              0.0001542,              0.0001542
                     57,                0.85056,                0.49369,                0.90497,                0.81201,                0.83242,                0.86061,                0.54954,                  1.202,                 0.7272,                 1.0843,             0.00012669,             0.00012669,             0.00012669
                     58,                0.83973,                0.49498,                0.89547,                0.80138,                0.83978,                0.86238,                0.55355,                 1.1935,                0.72823,                 1.0806,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     59,                0.88311,                0.53894,                0.91296,                0.80491,                0.83329,                0.85933,                0.54705,                 1.1961,                0.72751,                 1.0799,             7.1681e-05,             7.1681e-05,             7.1681e-05
